date,person_name,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,tax,loan_status
17-12-1993,Yasmin Lyanni Muxata,32.0,female,Bachelor,62364.0,10.0,RENT,9000.0,PERSONAL,12.99,0.14,5.0,,Yes,1,Pending
12-08-1991,Alizay Galego,34.0,male,Associates,267565.0,11.0,MORTGAGE,13000.0,MED,8.49,0.05,7.0,664.0,Yes,1,Rejected
18-04-1999,Regan Castilhos,26.0,male,Bachelor,36959.0,4.0,RENT,2432.0,HOMEIMPROVEMENT,15.09,0.07,8.0,605.0,No,1,Approved
02-01-1993,Ilie Epifanio,32.0,female,HS,93625.0,9.0,MORTGAGE,3000.0,HOMEIMPROVEMENT,9.06,0.03,10.0,555.0,Yes,1,Pending
11-08-2003,Gabriel Mapota Salsedas,22.0,male,Master,114914.0,0.0,MORTGAGE,12000.0,MED,7.51,0.1,3.0,594.0,No,1,Rejected
09-02-1998,Claudides Braziel,27.0,female,Associate,43183.0,5.0,RENT,5000.0,DEBTCONSOLIDATION,11.49,0.12,8.0,676.0,No,1,Pending
29-04-1995,Lewis Mourato,30.0,male,Master,109408.0,5.0,MORTGAGE,20000.0,EDUCATION,14.82,0.18,8.0,687.0,Yes,1,Rejected
28-11-1999,Cedrico Iglesias,,male,Associate,61221.0,1.0,MRTG,24194.0,HOMEIMPROVEMENT,11.0,0.4,3.0,656.0,No,1,Rejected
16-12-2002,Jorzana Meirinho,23.0,M,Bachelors,48937.0,0.0,RENT,5000.0,EDUCATION,12.42,0.1,4.0,624.0,Yes,1,Rejected
14-04-1995,Alisha Ciara Caniceiro,30.0,female,Associate,0.0,11.0,MORTGAGE,6000.0,VENTURE,14.17,0.06,6.0,654.0,Yes,1,Pending
05-12-2002,Adriel Henrique Magano,23.0,male,High School,80868.0,1.0,RENT,25000.0,EDUCATION,7.9,0.31,4.0,621.0,No,1,Approved
23-02-1995,Stella Beatriz Vaquinhas,30.0,female,Associate,96812.0,6.0,MORTGAGE,4975.0,EDU,10.59,0.05,9.0,604.0,Yes,1,Pending
02-12-1996,Carminho Maria Vila-Chã,29.0,female,Associate,67060.0,4.0,RENT,10000.0,DEBTCONS,12.53,0.15,9.0,549.0,Yes,1,Rejected
12-08-2000,Martim Miguel Malicio,25.0,female,HS,108913.0,3.0,MORTGAGE,6000.0,MEDICAL,6.99,0.06,3.0,536.0,Yes,1,Rejected
27-05-2001,Pedro Afonso Rebotim,24.0,F,Associate,99475.0,0.0,RNT,5000.0,VENTURE,16.67,0.05,4.0,646.0,Yes,1,Rejected
07-05-2000,"Felicidade Costa, da Costa",25.0,female,High School,36659.0,1.0,RENT,9000.0,DEBTCONSOLIDATION,17.58,0.25,4.0,672.0,No,1,Approved
08-07-1993,Lowrannie Rosario,32.0,male,Bachelor,145095.0,8.0,RENT,12000.0,EDUCATION,7.51,0.08,9.0,560.0,No,1,Rejected
01-03-2002,Rahela Timeea Aylin Jacob,23.0,female,Associate,47706.0,0.0,MORTG,10000.0,VENTURE,13.49,0.21,3.0,634.0,Yes,1,Rejected
01-09-2002,Letícia Solange Lote,23.0,male,High School,78915.0,0.0,MORTGAGE,,MEDICAL,6.99,0.09,4.0,677.0,Yes,1,Rejected
01-08-1995,Aariyana Chaves,30.0,male,Associate,58936.0,7.0,RNT,7725.0,PERSONAL,8.94,0.13,5.0,665.0,No,1,Rejected
05-03-1998,Natalia Alberto,27.0,male,Associate,53629.0,6.0,RENT,13650.0,EDUCATION,10.65,0.25,7.0,550.0,No,1,Pending
23-05-2000,Geovani Bom,25.0,female,Bachelor,64553.0,0.0,MORTGAGE,6000.0,EDUCATION,6.62,0.09,2.0,556.0,Yes,1,Rejected
15-05-2003,Olivério Valdez,22.0,M,Bachelor,121204.0,0.0,RENT,1200.0,MED,8.59,0.01,3.0,697.0,No,1,Rejected
01-10-1980,Nathaniel Azizila Gusmão,45.0,Men,Bachelor,80390.0,24.0,MORTGAGE,9000.0,EDUCATION,14.59,0.11,15.0,731.0,Yes,1,Rejected
17-11-1998,Ália Joana Bico,27.0,male,Bachelor,22315.0,4.0,RENT,2500.0,PERSONAL,14.74,0.11,8.0,664.0,No,1,Approved
16-05-1983,Rosana Barreirinhas,42.0,male,Associate,35550.0,19.0,RENT,5000.0,PERSONL,16.49,0.14,13.0,659.0,No,1,Pending
01-12-2000,Lourenço Francisco Cortinado,25.0,Men,High School,175222.0,0.0,MORTGAGE,8000.0,HOMEIMPROVEMENT,8.49,0.05,3.0,625.0,Yes,1,Rejected
27-07-1995,Daniel Fernando Caio,30.0,male,Bachelor,222628.0,7.0,MORTGAGE,15000.0,VENTUREE,10.99,0.07,7.0,533.0,Yes,1,Rejected
17-04-1996,Elijah Gene Fabioo,29.0,female,Associate,176215.0,6.0,MORTGAGE,3800.0,MDICAL,6.39,0.02,6.0,677.0,No,1,Rejected
20-04-2004,Neuza Cristina Mona,21.0,male,High School,45995.0,0.0,RENT,2800.0,VENTURE,7.88,0.06,4.0,,No,1,Rejected
01-12-1999,Lucília Peneira,26.0,male,High School,119037.0,4.0,MORTGAGE,35000.0,VENTUREE,13.28,0.29,7.0,632.0,No,1,Approved
11-07-1992,Inês Klara Bicacro,33.0,male,High School,24161.0,6.0,RENT,3250.0,DEBTCONSOLIDATION,16.32,0.13,7.0,608.0,No,1,Approved
03-09-1991,Kelby Oliveiro,34.0,female,Bachelor,74814.0,13.0,RENT,30000.0,MED,11.71,0.4,,719.0,No,1,Approved
23-07-1999,Romane Salada,26.0,female,Bachelor,59034.0,3.0,MORTGAGE,13000.0,HOMEIMPROVEMENT,10.84,0.22,3.0,675.0,Yes,1,Pending
15-10-2001,Carísia Patarata,24.0,female,High School,46735.0,4.0,MORTGAGE,6208.0,MEDICAL,8.66,0.13,4.0,611.0,Yes,1,Pending
05-02-1997,Maurice Pavoo,28.0,male,Master,110411.0,3.0,MORTG,15000.0,PERSONAL,9.88,0.14,9.0,584.0,Yes,1,Rejected
11-08-2002,Lucas Angélico Lança,23.0,male,High School,47091.0,3.0,OWNERSHIP,7675.0,EDU,10.0,0.16,4.0,586.0,Yes,1,Rejected
01-10-2002,Rayana Filipa Riscado,23.0,female,Associate,24038.0,3.0,RENT,8000.0,PERSONAL,15.35,0.33,4.0,673.0,No,1,Pending
14-08-1989,Hilma Fareleiro,36.0,female,Bachelor,99955.0,12.0,MORTG,26026.0,EDUCATION,11.01,0.26,10.0,527.0,Yes,1,Rejected
28-07-2003,Bruno Vicente Otilio,22.0,male,Associate,29462.0,0.0,RENT,5000.0,PERSONAL,8.94,0.17,3.0,559.0,No,1,Rejected
14-10-2002,Abijot Surrador,23.0,male,Associate,50130.0,0.0,RENT,7000.0,DEBTCONSOLIDATION,8.75,0.14,2.0,582.0,Yes,1,Rejected
12-03-2003,Jacinta Fialho,22.0,male,Master,42929.0,0.0,OWN,4000.0,VENTUREE,7.33,0.09,3.0,698.0,Yes,1,Rejected
12-10-1992,Abimaela Ideas,33.0,female,Doctorate,76848.0,10.0,MORTGAGE,13334.0,VENTURE,12.58,0.17,9.0,718.0,No,1,Rejected
17-08-1987,Flor Luz Caramelo,38.0,male,High School,89977.0,14.0,MRTG,18000.0,PERSONAL,14.35,0.2,15.0,662.0,Yes,1,Rejected
03-04-2000,Krinch Mascarenhas,25.0,male,High School,37727.0,6.0,MORTGAGE,3600.0,EDUCATION,12.42,0.1,4.0,662.0,Yes,1,Rejected
26-12-2000,Anyfá Jaca,25.0,male,Bachelor,102942.0,1.0,MORTGAGE,4000.0,VENTURE,7.88,0.04,2.0,688.0,No,1,Rejected
03-02-2001,Daniza Lavajo,24.0,female,Associate,97137.0,2.0,MORTGAGE,6000.0,DEBTCONSOLIDATION,6.77,0.06,4.0,677.0,Yes,1,Rejected
14-09-2001,Violeta Filipe Guterres,24.0,male,High School,28759.0,0.0,RENT,1559.0,MEDICAL,9.63,0.05,2.0,589.0,Yes,1,Rejected
27-07-1989,Gonçalo Luis Macario,36.0,female,High School,12265.0,14.0,MORTGAGE,3250.0,VENTURE,11.49,0.26,15.0,645.0,No,1,Approved
08-12-1989,Matheus Gabriel Morato,36.0,male,High School,50350.0,14.0,MORTG,7200.0,HOMEIMPROVEMENT,16.32,0.14,11.0,693.0,No,1,Rejected
14-11-2003,Santiago Daniel Tereso,22.0,F,Master,46520.0,1.0,MORTGAGE,4500.0,DEBTCONSOLIDATION,5.79,0.1,3.0,616.0,Yes,1,Rejected
14-11-2000,Edgar Francisco Peca,25.0,female,High School,23938.0,0.0,RENT,7000.0,VENTURE,16.82,0.29,3.0,653.0,No,1,Pending
28-05-1998,André Bernando Bouças,27.0,female,Associate,181067.0,5.0,MORTGAGE,6000.0,VENTURE,13.49,0.03,6.0,639.0,Yes,1,Rejected
17-03-1998,Ashnoor Lavado,27.0,female,Bachelor,60684.0,5.0,MORTGAGE,8000.0,VENTURE,6.75,0.13,5.0,701.0,No,1,Pending
26-03-2002,Kenderson Mani,23.0,female,High School,117617.0,0.0,MORTGAGE,1800.0,VENTURE,11.01,0.02,2.0,623.0,Yes,1,Pending
16-03-1984,Julciane Falcão,41.0,male,Master,73895.0,15.0,MORTGAGE,15000.0,DEBTCONSOLIDATION,11.01,0.2,11.0,729.0,Yes,1,Rejected
05-06-2000,Jeniffer Raquel Bulario,25.0,male,High School,144805.0,1.0,MORTG,7952.0,EDUCATION,11.23,0.05,4.0,617.0,No,1,Approved
21-02-1999,Ildfreed Alexandre Reboreda,26.0,female,Associate,114604.0,2.0,RENT,14112.0,VENTURE,7.24,0.12,4.0,467.0,Yes,1,Pending
14-09-1990,Bianca Ioana França,35.0,female,Associate,45231.0,10.0,RENT,4665.0,VENTUREE,6.97,0.1,8.0,674.0,Yes,1,Pending
03-07-1981,Pedro Gabriel Pendilhe,44.0,male,Bachelor,86421.0,21.0,MORTGAGE,9000.0,EDUCATION,11.01,0.1,11.0,579.0,Yes,1,Rejected
05-05-1999,Cris Mureiro,26.0,female,High School,139778.0,4.0,RENT,3163.0,HOMEIMPROVEMENT,15.73,0.02,4.0,583.0,Yes,1,Pending
16-06-1992,Sira Vitória Grácio,33.0,female,Associate,94247.0,8.0,MORTGAGE,12000.0,VENTURE,10.19,0.13,9.0,629.0,Yes,1,Rejected
26-05-1996,Giovanny Miguel Areia,29.0,male,Bachelor,49079.0,0.0,RENT,4000.0,PERSONAL,11.01,0.08,8.0,676.0,No,1,Pending
02-04-1999,Maria Luna Paisana,26.0,female,Master,140072.0,0.0,RENT,19800.0,MEDICAL,11.48,0.14,4.0,617.0,Yes,1,Rejected
15-11-2002,Luna Sofia Pipeira,23.0,male,Bachlor,65888.0,1.0,RENT,5200.0,MEDICAL,11.71,0.08,2.0,548.0,Yes,1,Rejected
09-07-1997,Saga Ardérius,,male,Doctorate,446937.0,2.0,MORTGAGE,21067.0,HOMEIMPROVEMENT,11.11,0.05,6.0,567.0,Yes,1,Rejected
16-01-2002,Francisco Júnior Hebil,23.0,male,High School,85915.0,1.0,MORTGAGE,9600.0,EDUCATION,11.01,0.11,4.0,666.0,Yes,1,Rejected
06-07-1997,Vallentyna Folhadela,28.0,Men,Associate,189606.0,4.0,OWNN,12000.0,VENTURE,13.92,0.06,9.0,660.0,Yes,1,Pending
01-01-2002,Edddy Gigante,23.0,female,Master,164200.0,1.0,MORTGAGE,8000.0,EDUCATION,8.32,0.05,2.0,570.0,Yes,1,Rejected
23-07-1998,Beatriz Sofia Ester,27.0,Woman,Associate,202478.0,4.0,MORTGAGE,24000.0,DEBTCONSOLIDATION,17.26,0.12,9.0,671.0,No,1,Approved
15-11-2003,Kévim Duarte Solnado,22.0,M,Associate,90731.0,0.0,RENT,5000.0,DEBTCONSOLIDATION,5.79,0.06,2.0,607.0,No,1,Pending
24-10-1994,Parini Gamboa,31.0,male,Bachelor,40295.0,8.0,OWN,5000.0,DEBTCONSOLIDATION,14.96,0.12,6.0,687.0,No,1,Rejected
17-04-1997,José Laurentino Pastana,28.0,female,Associate,66936.0,5.0,RENT,10000.0,MEDICAL,9.32,0.15,8.0,612.0,No,1,Pending
26-07-2003,Vanguel Souto Maior,22.0,female,Bachelor,84774.0,0.0,MORTGAGE,15000.0,DEBTCONSOLIDATION,13.92,0.18,2.0,653.0,Yes,1,Rejected
19-12-1995,Arshpreet Frades,30.0,male,Bachelors,41358.0,5.0,RENT,9000.0,PERSONAL,7.65,0.22,6.0,675.0,Yes,1,Rejected
11-12-2001,Priscila Setúbal,24.0,female,Associate,90756.0,2.0,MORTGAGE,15000.0,DEBTCONSOLIDATION,12.21,0.17,3.0,673.0,No,1,Rejected
05-03-1996,Lyaren Coteiro,29.0,male,Assoc,73731.0,3.0,RENT,8642.0,PERSONAL,8.29,0.12,7.0,669.0,No,1,Rejected
23-04-1997,Horácio João Pantanal,28.0,female,Master,120881.0,4.0,MORTGAGE,5300.0,VENTUREE,11.14,0.04,5.0,680.0,Yes,1,Pending
27-09-2002,Carmezinda Alago,23.0,female,Associate,24943.0,0.0,RENT,10000.0,EDUCATION,7.82,0.4,5.0,657.0,No,1,Approved
07-03-2003,Bianca Flor Caceiro,22.0,male,Associate,75908.0,,RENT,11100.0,PERSONL,11.01,0.15,3.0,685.0,Yes,1,Rejected
21-10-2001,Antonio Ionel Parreiras,24.0,female,High School,123313.0,3.0,MORTGAGE,13608.0,VENTURE,6.69,0.11,3.0,529.0,No,1,Pending
21-12-1995,Carmério Lousado,30.0,male,Master,142568.0,9.0,RENT,10000.0,HOMEIMPROVEMENT,7.14,0.07,7.0,616.0,Yes,1,Rejected
05-07-2001,Ralyatou Maximina,24.0,male,Bachelors,47138.0,1.0,RENT,5500.0,DEBTCONSOLIDATION,6.92,0.12,3.0,626.0,No,1,Pending
24-01-2000,Cizina Lecoq,25.0,male,Bachelor,216924.0,2.0,MORTGAGE,20998.0,MEDICAL,11.48,0.1,4.0,620.0,Yes,1,Rejected
15-02-2001,Bhavjot Prada,24.0,female,Associate,64220.0,0.0,RENT,3529.0,EDU,10.99,0.05,4.0,698.0,Yes,1,Rejected
16-07-2001,Cácia Mercearia,24.0,female,High School,43742.0,4.0,MORTGAGE,10000.0,DEBTCONSOLIDATION,13.49,0.23,3.0,596.0,Yes,1,Pending
18-07-2003,Daniel Sérgio Nujo,22.0,male,High School,47561.0,0.0,RENT,5000.0,EDUCATION,6.99,0.11,2.0,520.0,Yes,1,Pending
28-02-1999,Fatiana Junca,26.0,male,Associates,116414.0,2.0,MORTGAGE,5000.0,VENTURE,11.84,0.04,5.0,661.0,No,1,Rejected
18-11-2004,Madu Cintra,21.0,female,Assoc. Degree,48990.0,0.0,OWN,15000.0,PERSONAL,10.99,0.31,3.0,693.0,No,1,Rejected
19-08-1995,Luana Carina Angelo,30.0,male,Bachelor,54668.0,5.0,RENT,14000.0,PERSONAL,8.57,0.26,7.0,679.0,No,1,Approved
02-10-2000,Aleisa Quiterres,25.0,female,Master,202525.0,1.0,MORTGAGE,35000.0,PERSONAL,10.65,0.17,2.0,589.0,Yes,1,Rejected
01-01-1994,Rahima Olival,31.0,male,Associate,162762.0,10.0,MORTGAGE,18000.0,VENTURE,10.74,0.11,9.0,,Yes,1,Rejected
03-05-1994,Abílio Lajoso,31.0,male,Associate,35677.0,8.0,MORTGAGE,1500.0,PERSONAL,12.29,0.04,6.0,686.0,Yes,1,Pending
06-10-2004,Gonçalo Cláudio Carreto,21.0,female,High School,67335.0,0.0,MORTGAGE,3200.0,EDUCATION,6.62,0.05,4.0,671.0,Yes,1,Rejected
29-06-1971,Aini Vistoria,54.0,male,Bachelor,48124.0,29.0,MORTGAGE,20000.0,PERSONAL,10.71,0.42,19.0,704.0,No,1,Rejected
03-04-2001,Elhadj Estacio,24.0,male,Bachelor,31081.0,4.0,RENT,3200.0,DEBTCONS,13.11,0.1,4.0,633.0,No,1,Approved
09-08-2002,Râzvan Pigarro,23.0,female,High School,84852.0,0.0,MORTGAGE,5000.0,PERSONAL,11.12,0.06,3.0,653.0,Yes,1,Rejected
17-08-2003,Epifânia Patois,22.0,male,Bachelor,142514.0,0.0,RENT,19550.0,PERSONAL,15.62,0.14,4.0,608.0,No,1,Approved
08-02-2002,Abu Valverdinho,23.0,M,Associate,91186.0,1.0,MORTGAGE,11000.0,MEDICAL,13.85,0.12,2.0,524.0,Yes,1,Rejected
26-12-1992,Guizat Mariano,33.0,female,H-School,53894.0,10.0,MORTGAGE,16000.0,VENTURE,7.9,0.3,10.0,656.0,Yes,1,Pending
26-02-1994,Lucas Lisandro Noberto,31.0,female,Associate,41846.0,7.0,RENT,10625.0,PERSONAL,14.79,0.25,6.0,711.0,No,1,Pending
26-06-2000,Bruno Afonso Assis,25.0,female,Master,86225.0,5.0,MRTG,7200.0,DEBTCONSOLIDATION,6.62,0.08,4.0,709.0,Yes,1,Pending
09-06-1996,Ronaldo Alexandre Ferradosa,29.0,male,Master,88275.0,7.0,RENT,4293.0,MEDICAL,6.78,0.05,6.0,686.0,No,1,Rejected
19-08-1984,Artemísia Sanchez,41.0,male,Associate,69596.0,18.0,RENT,1200.0,PERSONAL,15.99,0.02,12.0,708.0,Yes,1,Rejected
03-07-2000,Lindo Lapoo,25.0,male,Associate,108731.0,0.0,MORTGAGE,18000.0,HOMEIMPROVEMENT,9.27,0.17,3.0,630.0,Yes,1,Pending
13-01-1995,Rafaela Filipa Rossa,30.0,male,High School,44413.0,2.0,MORTGAGE,1750.0,EDUCATION,11.11,0.04,8.0,614.0,Yes,1,Rejected
13-07-2002,Elina Jiajing Gandum,23.0,male,Bachelor,97132.0,1.0,MORTGAGE,24000.0,EDUCTION,16.32,0.25,3.0,549.0,Yes,1,Pending
29-05-2002,Bianca Micaela Pompeu,23.0,male,Associate,73214.0,0.0,OWN,2000.0,VENTURE,11.12,0.03,4.0,647.0,No,1,Rejected
10-01-1986,Jiyaan Pólvora,39.0,female,High School,102988.0,18.0,RENT,4500.0,PERSON,10.99,0.04,14.0,661.0,No,1,Pending
08-11-2002,Laksmi Almeiroo,23.0,male,Associate,144713.0,0.0,RENT,7000.0,PERSONAL,10.75,0.05,2.0,632.0,Yes,1,Rejected
23-10-2002,José Eduardo Godinho,23.0,male,Bachelor,121274.0,2.0,MORTGAGE,16000.0,PERSONAL,6.17,0.13,2.0,659.0,Yes,1,Rejected
07-05-1994,Túlipa Emília Pipas,31.0,male,Associate,65852.0,10.0,RENT,9000.0,HOMEIMPROVEMENT,12.49,0.14,7.0,626.0,No,1,Approved
22-06-1998,Jeanine Escobar,27.0,male,High School,36681.0,1.0,RNT,2400.0,HOMEIMPROVEMENT,16.08,0.07,9.0,623.0,No,1,Approved
10-04-2002,Nircia Cládio,23.0,male,HS,113719.0,1.0,RENT,10000.0,MEDICAL,9.45,0.09,3.0,530.0,Yes,1,Rejected
06-06-2001,Erika-Daniela Mexia,24.0,female,High School,59882.0,3.0,MORTGAGE,2391.0,DEBTCONSOLIDATION,11.23,0.04,2.0,604.0,No,1,Approved
12-11-1997,Norberto Minhoto,28.0,female,Master,108608.0,7.0,MORTGAGE,12000.0,HOMEIMP,13.92,0.11,6.0,679.0,Yes,1,Pending
22-02-2001,Patrizio Seramota,24.0,Woman,Master,49242.0,2.0,RENT,7500.0,DEBTCONSOLIDATION,11.36,0.15,4.0,540.0,Yes,1,Rejected
14-12-1997,Giselda Baroa,28.0,male,High School,99545.0,4.0,RNT,16750.0,VENTURE,,0.17,10.0,678.0,No,1,Approved
10-02-2002,Nuno Dinis Patacoo,23.0,male,Master,60861.0,1.0,OWNN,10200.0,MEDICAL,9.63,0.17,4.0,655.0,Yes,1,Rejected
12-03-2002,Gedeão Brazoo,23.0,male,Bachlor,29592.0,5.0,RNT,8000.0,PERSONAL,7.29,0.27,2.0,619.0,No,1,Approved
25-11-2001,Roshni Formiga,24.0,female,High School,62430.0,1.0,MORTG,6000.0,PERSONAL,8.4,0.1,2.0,593.0,No,1,Pending
27-09-1999,Amândio Chambuca,26.0,female,High School,61422.0,3.0,MORTGAGE,5000.0,PERSONAL,9.32,0.08,2.0,656.0,No,1,Pending
02-07-1985,Kessyah Avidago,40.0,female,High School,89013.0,17.0,RENT,9975.0,VENTURE,16.29,0.11,16.0,617.0,No,1,Approved
02-01-1994,Salvador Franclim Velez,31.0,female,High School,82967.0,6.0,MORTGAGE,13600.0,PERSONAL,7.88,0.16,9.0,625.0,Yes,1,Rejected
04-06-2002,Vertier Varão,23.0,female,High School,79362.0,1.0,MORTGAGE,10000.0,EDUCATION,7.49,0.13,2.0,594.0,No,1,Pending
03-12-2001,Yoshiv Peeira,24.0,male,Associate,34352.0,0.0,OWN,7000.0,PERSONAL,7.9,0.2,2.0,620.0,Yes,1,Rejected
15-08-2003,Judice Damaso,22.0,female,High School,33258.0,2.0,OWN,7500.0,EDUCATION,11.01,0.23,4.0,544.0,No,1,Pending
05-01-1995,Fatou Hortencio,30.0,male,High School,88783.0,6.0,RENT,5500.0,PERSONAL,10.15,0.06,9.0,649.0,No,1,Pending
23-01-1999,Zavian Luis,26.0,M,Bachelors,138844.0,1.0,MORTGAGE,4500.0,DEBTCONSOLIDATION,11.97,0.03,2.0,670.0,Yes,1,Pending
24-03-2001,Anifa Gaudencio,24.0,male,Associate,35640.0,0.0,MORTGAGE,6075.0,DEBTCONSOLIDATION,8.49,0.17,2.0,573.0,Yes,1,Rejected
14-05-1992,Dinis David Mouroo,33.0,female,Bachelor,,12.0,RENT,,DEBTCONSOLIDATION,9.99,0.43,10.0,619.0,No,1,Approved
02-09-1997,Surmukh Confraria,28.0,female,Bachelor,68393.0,2.0,RENT,7200.0,VENTURE,11.28,0.11,8.0,549.0,Yes,1,Pending
20-09-1998,Hildegardo Patacão,27.0,male,High School,51530.0,9.0,RENT,5000.0,VENTURE,11.49,0.1,10.0,686.0,No,1,Pending
12-02-2003,Helikissa Simões,22.0,male,Associate,35051.0,3.0,MRTG,10750.0,DEBTCONSOLIDATION,11.14,0.31,2.0,584.0,Yes,1,Rejected
25-08-2002,Eliandro Domingos Beltroo,23.0,male,Bachelor,74913.0,0.0,MORTGAGE,11200.0,DEBTCONS,7.56,0.15,4.0,665.0,No,1,Pending
18-05-1999,Ilusinda Mioludo,26.0,female,Highschool,36849.0,3.0,MORTGAGE,6500.0,VENTURE,6.62,0.18,3.0,633.0,No,1,Rejected
20-10-2001,Naleyde Franganito,24.0,male,Associate,131817.0,1.0,MORTGAGE,6000.0,EDUCATION,11.99,0.05,4.0,576.0,Yes,1,Rejected
08-06-2000,Tanyi Câmara,25.0,female,Bachelor,118724.0,0.0,MORTGAGE,2000.0,EDU,5.42,0.02,4.0,669.0,No,1,Rejected
01-06-1990,Orlando Tabaco,35.0,male,Bachelors,110229.0,13.0,RNT,7947.0,MED,9.71,0.07,9.0,657.0,Yes,1,Rejected
22-09-2002,Isac Simão Tomásio,23.0,male,Associate,77300.0,0.0,RENT,5000.0,EDUCATION,9.99,0.06,4.0,680.0,Yes,1,Pending
06-07-2000,Chupriya Clamote,25.0,female,Bachelors,106490.0,0.0,RENT,10000.0,VENTURE,14.81,0.09,3.0,579.0,No,1,Approved
23-05-2002,Vili Sousa,23.0,male,Associate,32355.0,2.0,RNT,2200.0,DEBTCONS,9.91,0.07,2.0,620.0,No,1,Approved
20-08-1995,Juno Sezudo,30.0,male,Bachelor,173905.0,8.0,MORTGAGE,35000.0,PERSONAL,12.68,0.2,8.0,691.0,No,1,Pending
18-05-1999,Rafael Garcia Avidago,26.0,M,Bachelor,139238.0,1.0,MORTGAGE,19607.0,EDUCATION,13.29,0.14,3.0,607.0,No,1,Rejected
26-12-1997,Beatriz Alexandre Pitão,28.0,male,Bachlor,49021.0,3.0,RENT,11548.0,PERSON,11.9,0.24,8.0,671.0,No,1,Rejected
23-07-1996,Sheila Marisa Guerra,29.0,male,Bachelors,63127.0,10.0,MORTGAGE,1900.0,VENTURE,11.49,0.03,7.0,649.0,Yes,1,Rejected
25-09-2002,Suyog Abilhão,23.0,male,Bachelor,77523.0,0.0,RENT,5000.0,DEBTCONSOLIDATION,15.99,0.06,2.0,636.0,No,1,Approved
06-12-2003,Mário Samir Pascoal,22.0,M,Associate,87438.0,1.0,MORTGAGE,5000.0,EDU,6.54,0.06,4.0,663.0,No,1,Rejected
29-01-1992,Cardia Povoa,33.0,male,High School,77769.0,10.0,MORTG,7600.0,MEDICAL,12.99,0.1,7.0,585.0,Yes,1,Rejected
16-03-1991,MYi Fragata,34.0,female,High School,69255.0,12.0,RENT,4800.0,DEBTCONSOLIDATION,11.01,0.07,10.0,653.0,No,1,Approved
18-08-1994,Duane Carvalha,31.0,F,Bachelor,39522.0,10.0,RENT,5000.0,VENTURE,16.29,0.13,8.0,691.0,No,1,Approved
02-04-1999,Ianis Ary Guera,26.0,female,High School,44386.0,5.0,RENT,7000.0,DEBTCONSOLIDATION,14.19,0.16,3.0,643.0,No,1,Pending
25-08-2003,Naiara Maria Pedroto,22.0,female,Master,61592.0,1.0,MORTGAGE,8000.0,MEDICAL,10.59,0.13,4.0,692.0,No,1,Rejected
01-02-2001,Luana Yanessa Carapau,24.0,male,Bachelor,102802.0,1.0,RENT,25000.0,MDICAL,10.62,0.24,4.0,682.0,Yes,1,Rejected
27-01-2002,Gutierre Seiças,23.0,female,High School,,0.0,MORTGAGE,14073.0,VENTUREE,11.05,0.07,4.0,544.0,Yes,1,Pending
06-03-2001,Imen Vala,24.0,male,Associate,22635.0,3.0,OWN,6250.0,HOMEIMPROVEMENT,6.54,0.28,4.0,602.0,No,1,Approved
29-11-1999,Ileana Fradique,26.0,male,Bachelor,132569.0,2.0,MORTGAGE,20000.0,VENTURE,17.56,0.15,2.0,630.0,No,1,Rejected
16-01-2001,Margaryta Sofiia Viterbo,24.0,male,Bachelor,120948.0,0.0,MORTGAGE,5000.0,VENTURE,11.01,0.04,3.0,690.0,Yes,1,Rejected
24-11-1994,Félix Rosmaninho,31.0,female,Bachlor,74516.0,11.0,MORTGAGE,2013.0,PERSONAL,7.74,0.03,8.0,735.0,Yes,1,Rejected
17-09-1995,Ivanova Paulette,30.0,male,Associate,101755.0,7.0,MORTGAGE,12000.0,PERSONAL,11.11,0.12,7.0,630.0,No,1,Pending
21-10-1979,Tridib Derresa,46.0,female,Associate,59740.0,23.0,RENT,2800.0,MEDICAL,10.59,0.05,13.0,566.0,Yes,1,Pending
27-03-1995,Siddhartha Mouchão,30.0,female,Associate,66872.0,7.0,RENT,4800.0,MEDICAL,6.03,0.07,8.0,669.0,Yes,1,Rejected
13-09-1997,Alicya Ramalhoso,28.0,male,BSc,102553.0,4.0,MORTGAGE,6000.0,DEBTCONS,8.61,0.06,7.0,661.0,No,1,Rejected
09-05-2000,Samiro Arminda,25.0,female,Bachelor,101923.0,2.0,MORTGAGE,4303.0,PERSONAL,10.25,0.04,4.0,637.0,Yes,1,Rejected
24-08-1994,Alexandra Gabriela Milagre,31.0,male,Master,90957.0,8.0,RENT,0.0,MEDICAL,10.75,0.05,6.0,631.0,No,1,Pending
13-03-1992,Adalberto Besteiro,33.0,F,Mstr,68151.0,9.0,RENT,10000.0,EDU,9.64,0.15,6.0,664.0,Yes,1,Rejected
21-05-2003,Hayah Lebres,22.0,male,Associate,110365.0,1.0,RENT,8000.0,PERSONAL,6.92,0.07,4.0,577.0,Yes,1,Pending
12-01-1990,Rodrigo Vicente Chicoria,35.0,female,Master,53614.0,12.0,MORTGAGE,10000.0,MEDICAL,11.36,0.19,7.0,681.0,No,1,Pending
30-08-1996,Omayra Barrateiro,29.0,male,Master,23805.0,4.0,OWN,4500.0,PERSONAL,9.09,0.19,6.0,703.0,No,1,Approved
